MId,Home_Team,Home_Team_Goals,Away_Team_Goals,Away_Team,Home_Poss,Away_Poss,Home_ShotsT,Away_ShotsT,Home_Shots,Away_Shots,Home_Touches,Away_Touches,Home_Passes,Away_Passes,Home_Tackles,Away_Tackles,Home_Clearances,Away_Clearances,Home_Corners,Away_Corners,Home_Offsides,Away_Offsides,HTP,HTR,HTAR,HTMR,HTDR,ATP,ATR,ATAR,ATMR,ATDR
12258,Southampton,1,1,Aston Villa,63.1,36.9,5,2,23,9,756,531,539,332,25,12,9,34,10,4,3,0,14,847.166,176.766,281.4,389,14,824.114,137.623,314.358,372.133
12260,Swansea,0,3,Leicester,59,41,2,5,10,16,783,572,543,386,20,19,31,22,3,8,2,2,14,836.9,156,305.9,375,13,836.66,149.591,304.31,382.759
12261,Watford,2,0,Norwich,50.4,49.6,7,1,14,7,594,563,385,373,11,9,37,44,4,1,4,5,14,815.516,153,280.056,382.46,14,801.157,109.024,333.133,359
12262,West Brom,1,1,Spurs,35.4,64.6,4,4,11,9,485,752,286,559,15,15,15,23,3,6,2,1,12,812.978,116.653,260.325,436,13,882.278,241.112,235.166,406
12259,Stoke,2,0,Man City,46.5,53.5,4,4,7,11,651,664,413,462,17,27,18,7,1,6,3,0,14,855.056,156.776,223.48,474.8,14,875.547,77.431,394.116,404
12251,Liverpool,1,0,Swansea,53.7,46.3,2,0,10,9,752,674,534,449,24,22,27,24,8,7,0,1,14,863.624,218.935,248.831,395.858,14,837.144,154.466,307.678,375
12252,Norwich,1,1,Arsenal,36.8,63.2,2,3,7,12,529,813,357,625,16,14,35,22,3,6,3,2,14,800.478,140.968,295.51,364,14,899.602,255,239.87,404.732
12254,West Ham,1,1,West Brom,60.9,39.1,6,3,17,7,637,479,435,274,20,23,24,25,5,2,0,2,14,836.663,172.227,281.436,383,12,823,155,300,368
12253,Spurs,0,0,Chelsea,57.7,42.3,4,1,9,5,710,563,497,360,15,23,41,21,4,4,2,4,13,879.554,176.523,297.031,406,13,910.605,82,423.605,405
12248,Leicester,1,1,Man Utd,31.1,68.9,3,2,7,10,482,791,267,593,27,20,26,23,1,8,3,1,14,835.67,154.001,292.343,389.326,12,887.536,64.26,424.276,399
12245,Aston Villa,2,3,Watford,65.1,34.9,6,6,12,14,750,464,494,263,9,21,30,35,10,10,3,0,13,826.09,82.497,368.593,375,14,806.656,153,251.032,402.624
12246,Bournemouth,3,3,Everton,57.3,42.7,10,6,19,11,774,625,542,407,22,24,21,27,10,5,2,0,14,791.844,11.232,453.112,327.5,14,827.972,239,289.972,299
12247,Crystal Palace,5,1,Newcastle,53.7,46.3,8,2,19,7,670,563,449,394,18,22,17,21,7,5,3,1,14,834.02,147.868,309.152,377,14,823.89,130.372,290.018,403.5
12249,Man City,3,1,Southampton,45.9,54.1,9,8,16,12,603,670,390,463,28,18,30,18,6,4,2,6,14,892.745,85.688,410.057,397,14,836.78,163.08,292.7,381
12250,Sunderland,2,0,Stoke,48.2,51.8,5,3,18,7,602,644,436,476,18,8,14,23,9,5,0,3,14,811.758,26.832,358.92,426.006,14,849.525,145.101,282.68,421.744
12244,Crystal Palace,0,1,Sunderland,66.6,33.4,7,4,19,12,694,481,452,244,15,26,22,66,11,2,1,3,14,834.292,126.966,330.326,377,14,821.109,74.568,331.277,415.264
12243,Spurs,4,1,West Ham,55.8,44.2,12,4,22,10,708,618,484,372,21,28,29,26,7,6,3,3,14,880.911,229.617,245.294,406,14,832.711,224.3,229.411,379
12237,Man City,1,4,Liverpool,58.4,41.6,3,9,11,14,777,618,530,390,16,32,26,28,11,5,1,5,14,888.995,83.995,406,399,14,872.398,225.216,251.324,395.858
12235,Chelsea,1,0,Norwich,64.4,35.6,7,2,21,4,835,531,606,331,19,26,20,34,6,5,6,3,14,905.791,94.102,485.787,325.902,14,808.433,91.419,353.014,364
12236,Everton,4,0,Aston Villa,59.9,40.1,9,3,16,10,783,581,608,403,23,18,13,15,2,3,1,4,14,826.842,224.76,303.082,299,14,821.667,102.791,343.876,375
12238,Newcastle,0,3,Leicester,54.3,45.7,1,7,9,18,674,608,454,375,20,27,19,16,4,9,1,1,14,827.833,149.611,309.222,369,14,835.216,141.191,312.025,382
12239,Southampton,0,1,Stoke,58.2,41.8,1,4,15,16,708,585,517,389,16,13,8,38,7,3,0,2,14,849.697,179.462,285.547,384.688,14,850.699,158.903,287.76,404.036
12240,Swansea,2,2,Bournemouth,42.7,57.3,4,4,11,16,618,752,401,535,17,11,39,19,4,5,0,5,14,835.488,92.916,367.572,375,14,794.414,3.168,418.476,372.77
12242,West Brom,2,1,Arsenal,27,73,1,3,4,11,429,872,246,684,20,13,28,17,3,5,5,1,14,815.768,141.274,313.494,361,14,904.84,216.24,223.3,465.3
12241,Watford,1,2,Man Utd,43.6,56.4,5,6,10,13,623,718,385,499,28,18,32,19,4,10,1,5,13,812.102,153,326.5,332.602,14,887.563,8.418,496.392,382.753
12232,Arsenal,1,1,Spurs,54.9,45.1,4,4,10,14,693,613,458,383,35,22,20,35,7,6,1,3,14,901.61,212.5,342.048,347.062,14,884.08,235.906,242.174,406
12234,Liverpool,1,2,Crystal Palace,63.8,36.2,4,4,22,9,738,519,499,287,28,25,19,40,14,6,1,2,14,866.999,269.304,201.807,395.888,14,835.025,86.144,373.881,375
12233,Aston Villa,0,0,Man City,40.7,59.3,0,3,3,13,583,752,410,578,7,16,30,17,3,8,1,1,14,828.199,75.799,361,391.4,14,899.4,27.131,461.269,411
12229,Stoke,1,0,Chelsea,36.8,63.2,2,4,8,19,481,676,282,488,15,19,21,12,1,9,3,1,14,851.255,153.489,293.73,404.036,14,909.488,184.916,337.666,386.906
12226,Leicester,2,1,Watford,41.3,58.7,6,4,12,8,578,740,376,556,15,13,23,26,4,2,4,1,14,835.935,117,302.435,416.5,13,807.482,153,271.906,382.576
12227,Man Utd,2,0,West Brom,67.7,32.3,3,0,13,4,824,495,648,304,15,21,12,27,5,1,1,0,14,891.239,77.435,463.64,350.164,14,814.88,170.4,289.288,355.192
12228,Norwich,1,0,Swansea,32.9,67.1,5,0,9,8,477,852,338,706,11,12,13,15,5,2,3,2,13,807.056,150.22,292.836,364,14,849.957,147.968,316.989,385
12230,Sunderland,0,1,Southampton,35.8,64.2,3,5,9,14,521,748,314,551,13,14,52,34,3,7,2,5,14,788.866,50.384,329.15,409.332,14,845.68,155.376,305.468,384.836
12231,West Ham,1,1,Everton,50.8,49.2,4,4,16,13,617,601,435,427,18,10,16,24,3,5,2,1,14,842.498,188.117,275.381,379,13,828.633,216.747,312.886,299
12225,Bournemouth,0,1,Newcastle,67.3,32.7,5,1,20,2,798,505,582,300,22,27,6,36,16,0,4,3,14,792.091,21.66,407.431,363,14,829.47,138.788,321.088,369.594
12224,Spurs,3,1,Aston Villa,61.3,38.7,6,2,17,13,754,542,530,325,21,24,31,24,4,3,3,1,14,882.569,241.912,234.835,405.822,14,815.49,117.428,254.062,444
12223,Southampton,2,0,Bournemouth,48.5,51.5,2,2,11,16,666,703,479,514,21,18,28,21,4,6,1,1,14,847.323,156,306.823,384.5,14,794.122,36,395.122,363
12222,Everton,6,2,Sunderland,67.4,32.6,8,9,15,17,859,498,687,326,8,19,21,26,6,1,3,2,14,828.459,228.094,299.975,300.39,14,796.377,78,316.419,401.958
12216,Crystal Palace,0,0,Man Utd,44.6,55.4,5,1,10,5,549,638,355,456,20,23,13,28,7,3,0,1,12,832.556,146,310.556,376,14,898.981,85,427.608,386.373
12217,Man City,2,1,Norwich,70.8,29.2,5,3,21,5,929,457,722,296,16,15,27,33,12,4,4,0,14,897.546,123.8,361.888,411.858,14,810.036,72.868,370.168,367
12218,Newcastle,0,0,Stoke,52.3,47.7,6,2,15,9,591,542,412,388,15,16,10,18,11,4,4,5,13,826.954,165.036,293.542,368.376,14,852.115,154.159,309.131,388.825
12219,Swansea,0,3,Arsenal,54.2,45.8,3,5,7,14,716,655,550,461,9,16,10,19,4,4,5,1,14,849.856,155.888,308.968,385,14,906.29,249.506,236.667,420.117
12220,Watford,2,0,West Ham,50.6,49.4,5,3,20,8,594,597,400,397,17,15,25,39,7,2,3,3,14,812.56,149.612,275.868,387.08,14,837.536,163.048,300.488,374
12221,West Brom,2,3,Leicester,47.7,52.3,6,5,14,13,565,560,330,370,12,25,27,27,6,4,2,1,14,816.665,231.844,231.873,352.948,14,828.457,136.663,316.794,375
12215,Chelsea,1,3,Liverpool,42.6,57.4,2,7,8,16,652,792,418,567,35,27,19,16,1,7,3,2,14,902.494,261.792,244.494,396.208,14,876.153,256.328,221.956,397.869
12212,Liverpool,1,1,Southampton,60.3,39.7,2,3,15,8,815,607,586,383,23,29,24,33,10,7,4,2,14,872.498,235.96,239.538,397,14,850.708,166.92,294.788,389
12211,Bournemouth,1,5,Spurs,45.8,54.2,3,10,11,15,624,691,401,489,29,24,19,24,4,5,3,5,14,797.511,72,345.821,379.69,14,881.785,241.272,234.78,405.733
12213,Man Utd,0,0,Man City,58.7,41.3,1,1,6,6,746,583,543,386,19,28,24,30,6,4,0,0,14,894.639,85,406.039,403.6,14,899.057,79.454,397.371,422.232
12214,Sunderland,3,0,Newcastle,39.7,60.3,3,8,9,21,495,647,311,456,14,19,25,9,1,10,0,1,14,802.144,76,333.141,393.003,14,826.196,149,282.873,394.323
12205,Arsenal,2,1,Everton,56.2,43.8,5,5,20,10,777,626,527,404,20,36,14,21,7,5,0,2,13,902.723,255,241.854,405.869,14,832.09,162.847,367.666,301.577
12206,Aston Villa,1,2,Swansea,47.9,52.1,3,4,9,10,573,611,377,419,14,16,18,22,4,6,0,4,13,814.366,218.856,150.51,445,14,850.577,156.825,308.752,385
12207,Leicester,1,0,Crystal Palace,47.7,52.3,3,4,12,9,633,652,426,456,21,15,38,14,3,2,2,3,13,831.69,101.8,278.89,451,14,824.145,127.333,410.888,285.924
12208,Norwich,0,1,West Brom,60.6,39.4,3,4,16,7,673,502,466,316,8,10,45,44,13,3,4,0,12,815.601,153.601,369,293,13,816.266,229.616,227.65,359
12209,Stoke,0,2,Watford,66.2,33.8,0,3,11,13,724,455,526,269,19,20,17,25,11,5,8,0,14,844.302,179.642,283.36,381.3,14,812.722,152.153,271.879,388.69
12210,West Ham,2,1,Chelsea,45.5,54.5,5,4,12,9,561,634,370,457,17,18,21,27,7,4,4,5,14,840.513,163.999,301.645,374.869,14,911.335,167,335.5,408.835
12204,Swansea,0,1,Stoke,54.1,45.9,2,2,14,9,765,645,548,472,18,32,21,15,1,2,1,2,14,845.996,112.501,346.495,387,14,848.223,167.416,280.157,400.65
12203,Newcastle,6,2,Norwich,44.2,55.8,6,6,11,18,560,661,373,463,13,26,18,24,3,7,3,1,14,829.356,149.022,310.5,369.834,14,813.976,106.527,346.407,361.042
12201,Watford,0,3,Arsenal,33.3,66.7,1,6,8,17,510,857,306,627,25,17,25,31,3,9,1,4,14,814.702,165.859,287.551,361.292,14,909.601,187.898,311.703,410
12195,Chelsea,2,0,Aston Villa,49,51,3,1,9,10,634,673,415,424,31,19,24,27,4,4,1,0,14,898.77,167.88,326.89,404,13,815.358,130.456,311.324,373.578
12196,Crystal Palace,1,3,West Ham,38.5,61.5,1,4,6,24,524,733,326,516,21,27,14,20,1,9,2,4,14,827.636,146,380.636,301,14,838.226,175.995,288.231,374
12197,Everton,0,3,Man Utd,47.2,52.8,3,7,12,10,656,728,458,524,25,23,21,25,5,3,0,1,13,831.067,238.5,287.567,305,14,898.31,85,404.31,409
12198,Man City,5,1,Bournemouth,54.4,45.6,11,1,16,5,759,631,566,451,14,15,29,14,1,7,2,1,14,895.192,89.709,396.483,409,14,792.043,59.184,307.169,425.69
12199,Southampton,2,2,Leicester,50.6,49.4,6,7,14,27,599,580,360,342,15,19,58,15,6,7,1,0,14,849.334,156,381.999,311.335,13,833,117,299.5,416.5
12202,West Brom,1,0,Sunderland,56.2,43.8,2,2,9,9,636,540,452,352,9,24,18,43,1,5,2,5,13,816.034,221.884,235.15,359,14,811.34,16.458,311.23,483.652
12200,Spurs,0,0,Liverpool,48.5,51.5,4,3,13,12,687,709,407,441,41,29,36,27,8,6,2,5,13,877.933,302.582,169.351,406,13,870.171,229.228,243.943,397
12192,Arsenal,3,0,Man Utd,37.8,62.2,5,5,12,9,606,797,389,632,29,22,28,5,3,6,2,3,14,902.797,171.998,318.899,411.9,14,893.542,85,476.113,332.429
12194,Swansea,2,2,Spurs,45.6,54.4,2,11,11,19,610,680,404,483,18,17,21,28,5,6,1,0,13,851.33,142.807,321.523,387,14,875.364,253.741,217.623,404
12193,Everton,1,1,Liverpool,50.9,49.1,4,4,14,13,615,591,388,372,27,27,25,28,5,11,1,0,13,815.123,238.122,289.001,288,13,874.258,243.624,233.634,397
12187,Chelsea,1,3,Southampton,60.2,39.8,3,5,10,13,734,572,551,360,22,19,12,30,4,6,1,3,14,913.122,204.622,298.5,410,14,850.526,156,304.734,389.792
12185,Aston Villa,0,1,Stoke,56.3,43.7,2,5,13,12,711,601,478,381,18,27,17,29,9,5,2,2,14,822.844,175.144,309.7,338,14,843.268,230.2,211.593,401.475
12186,Bournemouth,1,1,Watford,54.4,45.6,6,2,12,11,718,614,496,421,10,18,22,16,5,3,4,1,13,797.411,72,331.721,393.69,14,815.103,169.247,281.352,364.504
12189,Man City,6,1,Newcastle,64.3,35.7,11,4,23,6,770,524,590,335,20,24,13,23,6,3,1,3,14,901.193,98.055,396.138,407,14,825.432,149,307.267,369.165
12190,Norwich,1,2,Leicester,66.2,33.8,2,5,17,16,745,491,486,254,14,31,44,40,16,8,2,1,14,809.416,165.32,352.096,292,14,822.03,154.334,246.648,421.048
12191,Sunderland,2,2,West Ham,44.1,55.9,3,6,12,20,547,643,367,440,25,19,32,12,1,8,2,2,14,817.228,68.109,392.158,356.961,14,836.257,173.648,284.944,377.665
12188,Crystal Palace,2,0,West Brom,60.4,39.6,8,2,21,7,689,496,443,302,16,22,32,35,8,3,3,1,13,829.956,146,382.956,301,14,808.88,117,337.278,354.602
12184,West Brom,2,3,Everton,46,54,4,4,9,12,589,672,397,470,19,17,22,37,6,4,3,2,14,811.455,140.793,313.107,357.555,14,818.145,237.298,306.047,274.8
12183,Watford,0,1,Crystal Palace,55.3,44.7,2,3,15,16,585,512,386,313,14,14,20,50,6,4,0,0,14,817.733,159.853,358.548,299.332,14,825.357,146,378.357,301
12178,Newcastle,2,2,Chelsea,35.5,64.5,5,4,11,16,516,748,293,532,30,27,25,17,4,6,1,3,14,816.804,145.58,305.2,366.024,14,907.644,162.644,340,405
12175,Leicester,2,5,Arsenal,42,58,7,12,16,27,590,782,360,532,21,21,20,46,6,5,0,2,14,817.294,138.097,376.197,303,14,910.603,182.102,318.501,410
12176,Liverpool,3,2,Aston Villa,62.4,37.6,12,4,21,10,762,558,572,343,27,18,8,32,11,1,3,1,12,874.836,243,234.836,397,13,819,73,371,375
12177,Man Utd,3,0,Sunderland,66.2,33.8,7,4,12,9,782,473,604,311,18,23,15,18,5,2,0,0,14,893.398,85,403.22,405.178,13,814.722,56.794,353.428,404.5
12179,Southampton,3,1,Swansea,41.5,58.5,6,4,17,11,564,730,380,542,17,7,25,16,4,3,6,3,14,849.359,155.648,304.711,389,14,849.889,155,309.889,385
12180,Stoke,2,1,Bournemouth,43.7,56.3,5,6,8,12,560,676,383,488,15,16,30,18,3,7,2,4,14,846.067,192.067,257.475,396.525,14,800.112,72.567,357.235,370.31
12182,West Ham,2,2,Norwich,42.9,57.1,7,7,19,16,565,675,349,482,17,16,22,36,7,5,3,0,14,843.066,152.8,311.266,379,14,812.109,146.189,299.92,366
12181,Spurs,4,1,Man City,46,54,8,8,15,22,671,709,407,478,28,18,40,28,5,9,5,3,14,876.331,231.684,240.647,404,14,893.312,84.128,412.184,397
12172,Liverpool,1,1,Norwich,58.9,41.1,7,2,23,7,787,591,579,399,19,15,14,27,6,2,3,1,14,875.7,260.5,218.2,397,13,806.932,72.156,442.776,292
12173,Southampton,2,3,Man Utd,40.8,59.2,8,3,15,10,556,742,382,575,21,15,10,31,5,5,1,3,14,833.634,167.7,292.434,373.5,14,891.568,85,403.665,402.903
12174,Spurs,1,0,Crystal Palace,57.1,42.9,6,4,21,12,698,569,436,323,32,31,27,35,6,5,3,3,14,874.062,189.579,280.483,404,14,826.385,115.19,413.195,298
12168,Man City,1,2,West Ham,71.5,28.5,8,3,27,6,905,504,669,279,19,20,17,57,16,3,2,2,14,903.898,114.251,390.373,399.274,14,837.175,148.34,309.667,379.168
12165,Aston Villa,0,1,West Brom,59.8,40.2,3,6,13,10,680,534,451,303,30,15,33,38,2,7,2,1,14,817.688,110.5,320.956,386.232,14,815.416,136.369,319.2,359.847
12166,Bournemouth,2,0,Sunderland,53.1,46.9,5,2,15,9,672,619,463,416,23,25,15,18,7,3,2,4,14,802.468,74.532,359.166,368.77,14,823.004,131.968,339.7,351.336
12169,Newcastle,1,2,Watford,57.6,42.4,5,4,15,13,728,587,493,381,19,29,8,19,5,5,4,1,14,842.213,149.5,319.705,373.008,14,817.113,153,356.121,307.992
12170,Stoke,2,2,Leicester,54.1,45.9,4,5,11,12,647,597,432,371,32,15,18,33,3,4,3,1,14,842.887,175.23,221.807,445.85,14,823.133,154.133,366,303
12171,Swansea,0,0,Everton,47.9,52.1,3,2,12,17,610,648,407,454,21,17,22,14,2,4,3,1,14,849.826,130.362,334.464,385,13,816.714,293.594,233.12,290
12167,Chelsea,2,0,Arsenal,62.9,37.1,6,2,22,9,816,573,628,360,23,21,16,22,5,5,0,3,14,912.402,166.555,340.847,405,14,900.162,171.998,287.164,441
12164,West Ham,2,0,Newcastle,39.1,60.9,3,4,17,14,542,697,314,477,18,17,25,21,6,7,0,2,14,840.915,127.862,335.784,377.269,14,841.569,126.617,333.952,381
12162,Leicester,3,2,Aston Villa,48.7,51.3,6,4,21,11,646,639,388,416,32,29,15,30,4,5,1,1,14,827.399,138.097,386.302,303,14,818.411,94.125,350.242,374.044
12163,Sunderland,0,1,Spurs,43.9,56.1,2,4,12,15,543,646,313,411,22,26,30,31,6,8,2,0,14,827.132,143.7,251.782,431.65,14,868.922,139.288,325.634,404
12158,Man Utd,3,1,Liverpool,55.7,44.3,3,4,9,8,775,636,559,446,23,23,25,25,4,4,2,2,14,893.01,0,485.01,408,14,854.876,215.204,251.131,388.541
12155,Arsenal,2,0,Stoke,67.6,32.4,12,3,29,9,842,496,628,305,18,16,13,31,13,1,3,3,14,905.095,180.798,319.297,405,13,839.501,152.501,235,452
12156,Crystal Palace,0,1,Man City,42.2,57.8,2,7,10,21,570,693,359,498,17,15,29,21,4,4,5,0,14,833.679,86.474,445.205,302,14,900.337,104.387,389.092,406.858
12159,Norwich,3,1,Bournemouth,47.7,52.3,4,2,12,7,604,663,432,476,21,13,15,15,4,4,0,2,14,810.256,135.081,369.189,305.986,14,791.802,127.848,302.954,361
12160,Watford,1,0,Swansea,39.2,60.8,6,3,17,8,520,705,330,515,17,8,27,39,1,3,0,6,14,820.038,131.661,384.558,303.819,14,848.822,155.156,308.666,385
12161,West Brom,0,0,Southampton,35.1,64.9,1,4,8,15,509,816,333,614,20,12,28,20,4,5,1,2,14,814.345,154.389,301,358.956,13,836.677,97.968,362.544,376.165
12157,Everton,3,1,Chelsea,38.8,61.2,9,2,14,15,554,749,351,561,23,21,39,12,7,14,0,2,14,829.036,292,232.9,304.136,14,906.299,103.204,396.095,407
12154,Swansea,2,1,Man Utd,35.5,64.5,4,4,9,11,549,830,365,657,14,15,32,20,0,1,3,1,14,849.413,155.8,307.865,385.748,14,890.236,85,408.236,397
12153,Southampton,3,0,Norwich,61.1,38.9,8,1,23,6,733,503,533,348,16,14,19,28,6,4,2,0,14,827.6,155.2,302,370.4,14,806.659,99.253,370.326,337.08
12152,Spurs,0,0,Everton,49.9,50.1,6,3,20,8,624,644,440,443,25,17,17,19,6,2,3,1,13,869.543,117.623,345.92,406,14,836.303,232.443,293.86,310
12145,Aston Villa,2,2,Sunderland,62,38,6,3,21,7,772,537,523,329,20,32,27,39,5,4,0,1,12,822.488,73,318.056,431.432,14,827.78,114.5,308.78,404.5
12146,Bournemouth,1,1,Leicester,56.1,43.9,2,2,5,4,659,550,435,336,16,30,30,17,4,4,1,1,14,799.085,75,362.952,361.133,14,812.162,117,392.162,303
12147,Chelsea,1,2,Crystal Palace,63.7,36.3,9,5,26,13,781,534,582,321,16,17,19,45,7,7,0,2,14,911.08,106.894,415.194,388.992,14,833.876,148,307.876,378
12148,Liverpool,0,3,West Ham,62.7,37.3,1,5,13,12,735,516,543,326,12,25,18,25,5,7,1,0,14,865.467,244.068,205.943,415.456,14,843.481,147.774,308.174,387.533
12149,Man City,2,0,Watford,58.7,41.3,5,0,18,7,841,634,645,458,15,30,17,23,9,3,1,1,11,906,88,412,406,11,830,153,300,377
12151,Stoke,0,1,West Brom,49.1,50.9,5,5,13,15,632,660,446,455,18,19,19,26,6,5,2,3,14,841.356,154.8,230.756,455.8,14,815.467,124.825,304.442,386.2
12150,Newcastle,0,1,Arsenal,26.3,73.7,0,9,1,22,456,969,268,777,21,21,33,14,0,9,2,2,14,841.701,103.349,357.352,381,13,896.422,103.204,388.218,405
12144,Arsenal,0,0,Liverpool,65.7,34.3,5,8,19,15,928,577,667,351,23,25,26,36,7,8,5,4,13,894.722,239.502,262.22,393,14,861.298,219.552,254.052,387.694
12141,Everton,0,2,Man City,45.7,54.3,1,9,10,16,608,682,408,487,21,17,24,21,8,7,3,2,14,830.843,238.711,287.132,305,14,906.203,87.2,413.003,406
12142,Watford,0,0,Southampton,52,48,0,4,13,14,639,613,431,412,15,14,15,28,5,2,4,2,13,816.78,153,296.78,367,14,827.39,144.318,235.072,448
12143,West Brom,2,3,Chelsea,43.9,56.1,6,5,15,15,543,646,373,496,13,9,15,24,8,7,2,1,14,810.289,103.975,348.314,358,14,917.821,84.601,391.224,441.996
12135,Crystal Palace,2,1,Aston Villa,49.9,50.1,6,2,16,11,535,548,357,363,15,13,21,24,6,4,4,0,14,829.644,146.5,305.144,378,12,817.835,147,294.835,376
12136,Leicester,1,1,Spurs,34.8,65.2,2,6,13,19,454,715,265,523,19,11,15,41,2,7,1,0,14,823.249,155.803,364.446,303,14,872.848,103.406,365.442,404
12138,Norwich,1,1,Stoke,42.6,57.4,7,1,20,6,503,640,326,467,22,15,22,18,9,0,2,4,13,810.336,138.056,380.28,292,14,844.431,181.424,215.157,447.85
12139,Sunderland,1,1,Swansea,39.3,60.7,2,9,10,20,490,705,318,494,25,9,17,28,3,4,4,2,14,831.026,74.568,444.794,311.664,12,850.688,155.688,310,385
12140,West Ham,3,4,Bournemouth,45.8,54.2,4,7,10,15,570,659,373,452,20,17,15,37,5,4,3,1,14,833.532,99.825,347,386.707,14,801.188,75,363.418,362.77
12137,Man Utd,0,0,Newcastle,69.3,30.7,8,0,20,7,858,496,637,280,17,20,22,35,11,5,4,2,14,884.696,85,383.08,416.616,14,807.551,139.313,310.238,358
12134,Liverpool,1,0,Bournemouth,54.9,45.1,2,2,18,13,716,612,492,387,24,22,36,23,6,8,1,0,14,860.054,253.804,212.55,393.7,14,799.843,75,355.843,369
12133,Man City,3,0,Chelsea,49.2,50.8,8,3,18,10,615,644,423,443,17,20,23,25,5,1,1,3,14,905.566,87.376,402.674,415.516,14,914.956,153.306,329.874,431.776
12132,Crystal Palace,1,2,Arsenal,40.8,59.2,4,7,11,20,600,792,376,564,18,27,35,36,6,6,3,2,14,832.398,155.77,298.628,378,14,910.007,248.136,245.709,416.162
12127,Sunderland,1,3,Norwich,43.9,56.1,2,6,6,18,575,726,386,490,31,15,20,34,6,6,2,1,13,827.556,78,398.874,350.682,14,808.468,124.388,392.08,292
12128,Swansea,2,0,Newcastle,65.8,34.2,6,2,19,4,827,496,635,333,19,19,18,18,4,4,3,1,14,849.98,152.524,312.456,385,14,820.723,52.964,359.759,408
12129,Spurs,2,2,Stoke,53.2,46.8,7,7,13,15,687,634,500,430,16,19,17,15,4,3,3,3,13,877.189,141.302,331.887,404,14,842.169,255.144,155.825,431.2
12130,Watford,0,0,West Brom,63.9,36.1,5,0,16,6,721,479,498,285,15,24,20,39,2,4,0,0,13,821.389,153,368.389,300,14,812.581,158.094,296.487,358
12131,West Ham,1,2,Leicester,69.8,30.2,3,5,10,10,756,435,553,242,15,25,22,36,8,4,1,1,14,839.408,87.168,332.138,420.102,14,818.82,131.364,377.692,309.764
12126,Southampton,0,3,Everton,54.4,45.6,4,4,17,10,660,590,458,393,18,14,19,32,9,9,1,2,14,831.578,216,243.578,372,14,830.867,237.987,287.88,305
12125,Aston Villa,0,1,Man Utd,45.6,54.4,1,2,5,9,630,728,441,534,22,24,13,37,3,5,4,3,13,825.312,175.112,274.2,376,14,884.663,85,402.663,397
12124,West Brom,0,3,Man City,30.9,69.1,2,7,9,20,502,921,328,764,17,10,21,21,6,6,2,0,14,801.811,142.208,307.603,352,14,899.801,82.4,402.743,414.658
12123,Stoke,0,1,Liverpool,47,53,1,3,7,8,607,676,412,478,25,19,16,33,3,5,3,2,14,837.468,228.601,141.025,467.842,13,859.963,230.906,243.057,386
12121,Arsenal,0,2,West Ham,61.8,38.2,6,4,22,8,781,538,556,359,12,21,18,25,5,4,3,1,13,906.272,255,318.272,333,14,841.047,98.4,298.928,443.719
12122,Newcastle,2,2,Southampton,56.3,43.7,4,4,9,14,698,606,485,389,13,18,24,32,6,6,0,3,14,835.653,84.433,370.22,381,13,830.722,176.85,285.872,368
12116,Chelsea,2,2,Swansea,52,48,3,10,11,17,635,616,433,399,16,22,14,29,4,8,2,4,14,919.841,139.694,321.023,459.124,14,850.334,155.756,309.578,385
12115,Bournemouth,0,1,Aston Villa,58.4,41.6,2,3,11,7,747,604,548,391,14,24,16,39,6,3,0,0,14,797.896,104.592,331.304,362,14,824.702,148.968,290.025,385.709
12117,Everton,2,2,Watford,66.6,33.4,5,5,10,11,774,510,558,286,14,25,25,53,8,2,4,1,14,836.84,185.936,355.48,295.424,14,820.402,89.706,329.616,401.08
12118,Leicester,4,2,Sunderland,44,56,8,5,20,11,544,636,342,442,19,19,21,14,6,3,0,1,14,820.31,147.969,358.397,313.944,13,799.464,78,406.841,314.623
12120,Norwich,1,3,Crystal Palace,62.9,37.1,6,7,17,11,652,450,470,272,20,14,26,34,1,4,4,2,14,805.756,146.6,367.156,292,14,830.889,147.089,305.8,378
12119,Man Utd,1,0,Spurs,50,50,1,4,9,9,675,679,487,487,21,26,30,20,1,2,1,2,14,886.553,85,405.153,396.4,14,872.555,176.088,297.467,399
